pace,shooting,passing,dribbling,defending,physic,overall
83.0,69.0,67.0,74.0,49.0,68.0,73
71.0,54.0,50.0,58.0,24.0,44.0,56
75.0,27.0,43.0,49.0,68.0,70.0,68
81.0,33.0,47.0,53.0,69.0,76.0,70
78.0,53.0,50.0,59.0,23.0,46.0,58
71.0,57.0,48.0,55.0,23.0,62.0,58
89.0,77.0,73.0,87.0,34.0,75.0,82
69.0,48.0,49.0,66.0,65.0,65.0,68
51.0,55.0,68.0,63.0,66.0,73.0,67
76.0,60.0,54.0,70.0,21.0,49.0,66
65.0,54.0,62.0,63.0,66.0,69.0,68
67.0,46.0,53.0,57.0,60.0,76.0,63
77.0,64.0,64.0,67.0,31.0,62.0,68
68.0,49.0,54.0,63.0,34.0,43.0,56
71.0,27.0,50.0,60.0,64.0,55.0,67
55.0,45.0,52.0,63.0,74.0,71.0,73
65.0,59.0,52.0,61.0,22.0,59.0,60
58.0,66.0,44.0,61.0,32.0,68.0,66
82.0,73.0,79.0,80.0,69.0,69.0,81
73.0,69.0,74.0,74.0,32.0,59.0,73
66.0,45.0,61.0,54.0,70.0,61.0,70
57.0,60.0,64.0,61.0,64.0,69.0,68
71.0,63.0,47.0,65.0,30.0,69.0,64
59.0,33.0,51.0,56.0,73.0,68.0,73
87.0,73.0,66.0,83.0,36.0,62.0,77
69.0,37.0,45.0,52.0,56.0,60.0,59
58.0,55.0,58.0,52.0,68.0,75.0,68
69.0,66.0,69.0,67.0,60.0,67.0,69
67.0,35.0,58.0,63.0,63.0,64.0,65
66.0,70.0,81.0,83.0,66.0,66.0,80
64.0,48.0,54.0,56.0,52.0,52.0,57
71.0,78.0,60.0,74.0,32.0,74.0,76
75.0,41.0,55.0,58.0,53.0,68.0,59
71.0,32.0,53.0,53.0,65.0,72.0,65
62.0,31.0,36.0,39.0,68.0,73.0,67
64.0,32.0,49.0,47.0,43.0,49.0,48
61.0,53.0,66.0,65.0,76.0,79.0,75
73.0,49.0,53.0,54.0,75.0,69.0,73
65.0,70.0,70.0,72.0,65.0,74.0,73
60.0,48.0,58.0,57.0,58.0,58.0,59
54.0,42.0,55.0,55.0,68.0,70.0,67
87.0,71.0,71.0,77.0,30.0,61.0,76
69.0,59.0,73.0,73.0,60.0,62.0,72
70.0,64.0,64.0,66.0,60.0,72.0,68
72.0,42.0,46.0,61.0,32.0,52.0,54
58.0,75.0,56.0,69.0,30.0,85.0,74
73.0,62.0,79.0,80.0,75.0,76.0,78
73.0,63.0,70.0,70.0,62.0,67.0,70
47.0,33.0,64.0,55.0,74.0,79.0,75
75.0,63.0,60.0,64.0,38.0,61.0,64
89.0,69.0,68.0,75.0,42.0,53.0,74
63.0,78.0,79.0,82.0,74.0,71.0,82
60.0,21.0,29.0,33.0,54.0,68.0,55
73.0,46.0,56.0,60.0,58.0,71.0,64
64.0,41.0,57.0,53.0,81.0,76.0,78
65.0,21.0,29.0,40.0,53.0,63.0,53
61.0,23.0,31.0,34.0,51.0,52.0,48
77.0,57.0,63.0,69.0,63.0,64.0,68
82.0,65.0,78.0,82.0,76.0,68.0,82
63.0,38.0,56.0,55.0,53.0,46.0,57
71.0,25.0,47.0,53.0,50.0,61.0,55
80.0,60.0,63.0,69.0,62.0,72.0,67
66.0,42.0,54.0,60.0,53.0,59.0,58
47.0,36.0,55.0,53.0,72.0,63.0,71
63.0,30.0,44.0,51.0,52.0,63.0,56
77.0,29.0,43.0,57.0,53.0,72.0,59
82.0,49.0,52.0,62.0,31.0,53.0,59
64.0,52.0,70.0,72.0,66.0,69.0,73
68.0,62.0,64.0,66.0,31.0,65.0,65
90.0,40.0,61.0,71.0,69.0,69.0,74
62.0,26.0,35.0,37.0,58.0,65.0,58
78.0,49.0,62.0,63.0,59.0,72.0,66
62.0,29.0,42.0,46.0,59.0,63.0,58
74.0,68.0,54.0,68.0,24.0,56.0,64
51.0,51.0,73.0,71.0,76.0,62.0,77
70.0,52.0,48.0,60.0,24.0,44.0,56
65.0,26.0,48.0,42.0,71.0,74.0,71
59.0,66.0,73.0,59.0,54.0,72.0,67
72.0,52.0,47.0,58.0,21.0,45.0,55
47.0,38.0,44.0,46.0,72.0,76.0,71
78.0,72.0,71.0,80.0,44.0,55.0,76
89.0,56.0,68.0,72.0,66.0,78.0,77
71.0,52.0,58.0,68.0,33.0,45.0,60
53.0,35.0,46.0,50.0,74.0,75.0,72
74.0,44.0,47.0,56.0,49.0,45.0,52
65.0,53.0,64.0,71.0,56.0,49.0,65
61.0,67.0,44.0,57.0,25.0,57.0,63
79.0,34.0,57.0,63.0,63.0,72.0,68
57.0,42.0,50.0,48.0,66.0,68.0,65
87.0,60.0,57.0,68.0,24.0,58.0,66
58.0,71.0,61.0,66.0,37.0,83.0,72
53.0,77.0,61.0,69.0,39.0,78.0,76
76.0,56.0,41.0,50.0,20.0,59.0,56
57.0,56.0,56.0,59.0,41.0,51.0,57
87.0,48.0,63.0,68.0,58.0,59.0,68
55.0,37.0,54.0,57.0,73.0,75.0,73
39.0,53.0,67.0,62.0,77.0,74.0,76
76.0,51.0,46.0,54.0,24.0,59.0,54
65.0,25.0,40.0,49.0,56.0,64.0,57
55.0,75.0,60.0,70.0,36.0,64.0,72
69.0,53.0,55.0,58.0,57.0,67.0,60
62.0,46.0,57.0,57.0,72.0,68.0,72
68.0,60.0,66.0,69.0,53.0,61.0,66
63.0,57.0,62.0,59.0,83.0,81.0,81
73.0,61.0,59.0,67.0,63.0,71.0,65
50.0,37.0,42.0,44.0,60.0,64.0,59
57.0,38.0,49.0,56.0,63.0,66.0,63
84.0,59.0,58.0,72.0,31.0,68.0,68
76.0,53.0,55.0,61.0,59.0,65.0,65
76.0,32.0,40.0,54.0,51.0,59.0,56
86.0,83.0,75.0,81.0,48.0,80.0,82
80.0,53.0,50.0,61.0,49.0,51.0,58
71.0,56.0,64.0,67.0,45.0,61.0,67
65.0,48.0,67.0,72.0,57.0,56.0,67
76.0,71.0,62.0,73.0,28.0,58.0,72
71.0,48.0,56.0,61.0,61.0,62.0,65
72.0,31.0,64.0,68.0,66.0,72.0,71
58.0,31.0,47.0,57.0,72.0,66.0,71
65.0,52.0,52.0,56.0,57.0,69.0,57
78.0,31.0,52.0,62.0,60.0,56.0,65
60.0,59.0,48.0,56.0,27.0,58.0,58
46.0,41.0,56.0,53.0,74.0,71.0,72
69.0,45.0,60.0,65.0,58.0,63.0,63
66.0,76.0,65.0,72.0,36.0,73.0,74
58.0,30.0,47.0,63.0,60.0,56.0,61
64.0,72.0,74.0,74.0,82.0,85.0,82
76.0,65.0,75.0,77.0,63.0,65.0,75
71.0,43.0,61.0,63.0,56.0,59.0,62
50.0,55.0,65.0,66.0,71.0,84.0,72
58.0,36.0,43.0,50.0,64.0,69.0,64
71.0,49.0,56.0,60.0,60.0,74.0,63
71.0,70.0,69.0,69.0,54.0,73.0,69
64.0,57.0,65.0,69.0,54.0,69.0,67
77.0,51.0,62.0,70.0,68.0,78.0,73
63.0,39.0,46.0,55.0,58.0,62.0,61
70.0,33.0,54.0,57.0,66.0,66.0,66
71.0,55.0,60.0,65.0,54.0,61.0,62
71.0,46.0,65.0,66.0,64.0,67.0,67
91.0,70.0,66.0,82.0,32.0,66.0,77
76.0,59.0,59.0,65.0,52.0,55.0,63
52.0,39.0,57.0,54.0,72.0,79.0,72
76.0,62.0,66.0,75.0,32.0,52.0,70
73.0,59.0,47.0,59.0,24.0,49.0,56
65.0,40.0,59.0,61.0,70.0,80.0,72
75.0,42.0,49.0,60.0,39.0,56.0,57
59.0,54.0,37.0,50.0,22.0,45.0,52
61.0,63.0,61.0,61.0,46.0,53.0,61
51.0,79.0,62.0,68.0,37.0,70.0,75
72.0,54.0,53.0,58.0,56.0,66.0,62
82.0,57.0,55.0,63.0,36.0,69.0,63
65.0,44.0,51.0,51.0,74.0,78.0,74
83.0,68.0,68.0,73.0,58.0,73.0,73
92.0,60.0,52.0,71.0,28.0,39.0,65
79.0,26.0,52.0,65.0,69.0,76.0,72
61.0,26.0,35.0,46.0,44.0,43.0,48
64.0,56.0,63.0,63.0,67.0,73.0,69
65.0,53.0,59.0,61.0,51.0,58.0,61
50.0,33.0,44.0,50.0,68.0,75.0,68
74.0,71.0,60.0,67.0,55.0,81.0,73
53.0,32.0,45.0,40.0,65.0,77.0,66
67.0,65.0,52.0,63.0,26.0,56.0,64
75.0,62.0,70.0,74.0,72.0,71.0,74
74.0,43.0,73.0,73.0,72.0,79.0,78
58.0,29.0,43.0,39.0,57.0,76.0,60
62.0,62.0,42.0,59.0,19.0,60.0,62
84.0,64.0,68.0,74.0,37.0,61.0,72
72.0,54.0,66.0,65.0,64.0,68.0,68
66.0,42.0,52.0,57.0,62.0,80.0,65
69.0,27.0,46.0,49.0,61.0,72.0,62
83.0,55.0,59.0,67.0,49.0,61.0,65
60.0,58.0,62.0,63.0,62.0,62.0,64
67.0,26.0,42.0,53.0,59.0,60.0,59
35.0,52.0,59.0,58.0,63.0,63.0,62
81.0,48.0,65.0,69.0,65.0,70.0,71
69.0,44.0,57.0,60.0,43.0,53.0,56
74.0,60.0,52.0,65.0,23.0,53.0,62
75.0,56.0,60.0,64.0,76.0,75.0,74
70.0,59.0,65.0,71.0,68.0,71.0,69
66.0,63.0,42.0,55.0,30.0,62.0,61
68.0,74.0,61.0,71.0,31.0,71.0,73
71.0,59.0,66.0,67.0,53.0,59.0,66
68.0,40.0,47.0,62.0,54.0,61.0,59
75.0,64.0,68.0,73.0,53.0,68.0,71
71.0,58.0,49.0,63.0,29.0,58.0,60
72.0,56.0,61.0,68.0,34.0,53.0,62
90.0,68.0,71.0,79.0,70.0,69.0,76
62.0,58.0,59.0,62.0,60.0,63.0,64
67.0,36.0,59.0,59.0,62.0,77.0,66
73.0,40.0,57.0,62.0,65.0,69.0,68
72.0,57.0,48.0,60.0,26.0,44.0,56
65.0,32.0,53.0,56.0,61.0,60.0,61
79.0,36.0,56.0,70.0,58.0,65.0,67
61.0,50.0,55.0,66.0,36.0,49.0,59
74.0,52.0,57.0,66.0,56.0,72.0,65
67.0,54.0,64.0,72.0,44.0,41.0,66
75.0,47.0,52.0,56.0,69.0,79.0,71
65.0,27.0,38.0,46.0,52.0,63.0,54
73.0,35.0,53.0,55.0,61.0,69.0,65
66.0,54.0,64.0,67.0,67.0,64.0,68
58.0,30.0,49.0,51.0,72.0,75.0,71
78.0,47.0,57.0,66.0,66.0,67.0,69
81.0,60.0,55.0,61.0,30.0,68.0,61
59.0,56.0,56.0,61.0,37.0,70.0,63
43.0,39.0,48.0,44.0,65.0,76.0,67
86.0,59.0,50.0,66.0,22.0,65.0,63
57.0,56.0,60.0,59.0,51.0,57.0,58
68.0,57.0,71.0,76.0,68.0,63.0,73
66.0,62.0,45.0,56.0,44.0,87.0,62
94.0,73.0,74.0,86.0,50.0,52.0,82
87.0,55.0,53.0,63.0,26.0,56.0,62
85.0,71.0,62.0,78.0,27.0,65.0,75
83.0,67.0,74.0,73.0,38.0,70.0,74
47.0,26.0,38.0,44.0,67.0,72.0,66
69.0,67.0,66.0,71.0,31.0,58.0,68
65.0,46.0,47.0,56.0,46.0,62.0,54
68.0,38.0,45.0,48.0,36.0,48.0,47
53.0,53.0,64.0,65.0,58.0,63.0,64
77.0,61.0,58.0,71.0,36.0,42.0,65
57.0,70.0,56.0,64.0,39.0,80.0,69
75.0,67.0,70.0,69.0,68.0,80.0,74
75.0,52.0,66.0,64.0,66.0,71.0,70
56.0,59.0,42.0,54.0,25.0,76.0,60
62.0,62.0,66.0,66.0,70.0,80.0,73
93.0,60.0,56.0,70.0,31.0,61.0,67
56.0,53.0,64.0,63.0,68.0,57.0,67
72.0,44.0,49.0,58.0,23.0,36.0,54
82.0,74.0,58.0,75.0,34.0,68.0,74
75.0,56.0,61.0,59.0,58.0,68.0,63
71.0,69.0,74.0,75.0,72.0,69.0,75
49.0,67.0,46.0,54.0,23.0,62.0,63
77.0,30.0,62.0,66.0,60.0,65.0,67
88.0,71.0,71.0,75.0,30.0,58.0,75
79.0,43.0,75.0,75.0,71.0,69.0,77
69.0,35.0,43.0,51.0,62.0,73.0,63
41.0,27.0,51.0,50.0,65.0,73.0,66
59.0,58.0,63.0,62.0,61.0,73.0,66
83.0,64.0,62.0,72.0,52.0,69.0,72
67.0,24.0,41.0,53.0,71.0,66.0,67
72.0,43.0,54.0,54.0,57.0,62.0,64
53.0,46.0,55.0,57.0,54.0,53.0,56
78.0,66.0,69.0,67.0,52.0,68.0,72
86.0,67.0,55.0,66.0,26.0,53.0,67
66.0,56.0,44.0,55.0,26.0,70.0,58
68.0,78.0,78.0,82.0,65.0,75.0,80
51.0,33.0,36.0,37.0,58.0,60.0,58
61.0,48.0,63.0,56.0,61.0,73.0,66
83.0,56.0,67.0,70.0,66.0,68.0,72
83.0,73.0,71.0,79.0,51.0,69.0,76
79.0,55.0,56.0,62.0,50.0,60.0,63
88.0,68.0,63.0,72.0,33.0,65.0,72
76.0,68.0,57.0,64.0,31.0,59.0,67
85.0,52.0,55.0,76.0,21.0,60.0,67
70.0,46.0,62.0,66.0,67.0,75.0,68
76.0,81.0,59.0,78.0,38.0,83.0,81
78.0,44.0,56.0,62.0,60.0,70.0,65
66.0,75.0,53.0,63.0,33.0,79.0,73
66.0,69.0,75.0,74.0,40.0,70.0,72
63.0,74.0,87.0,87.0,52.0,53.0,85
67.0,63.0,71.0,75.0,72.0,69.0,74
71.0,66.0,77.0,77.0,65.0,57.0,75
62.0,35.0,46.0,55.0,54.0,57.0,55
75.0,30.0,41.0,53.0,48.0,37.0,53
64.0,68.0,68.0,73.0,63.0,68.0,70
79.0,78.0,72.0,75.0,32.0,70.0,75
60.0,54.0,59.0,68.0,65.0,71.0,67
56.0,33.0,48.0,54.0,48.0,53.0,53
66.0,46.0,52.0,54.0,56.0,65.0,58
70.0,66.0,54.0,64.0,26.0,63.0,67
66.0,51.0,55.0,57.0,54.0,67.0,59
74.0,40.0,54.0,63.0,62.0,75.0,66
74.0,59.0,53.0,74.0,32.0,33.0,63
50.0,34.0,45.0,48.0,58.0,75.0,60
68.0,64.0,70.0,68.0,59.0,75.0,69
89.0,60.0,64.0,71.0,30.0,63.0,69
69.0,57.0,65.0,68.0,48.0,60.0,64
58.0,61.0,71.0,68.0,85.0,78.0,84
52.0,43.0,56.0,56.0,72.0,81.0,73
84.0,64.0,61.0,69.0,41.0,66.0,67
65.0,57.0,52.0,59.0,60.0,50.0,59
65.0,54.0,63.0,65.0,65.0,67.0,67
72.0,50.0,65.0,66.0,63.0,75.0,68
79.0,67.0,69.0,75.0,32.0,49.0,73
70.0,56.0,62.0,66.0,60.0,61.0,65
63.0,46.0,49.0,53.0,27.0,39.0,53
61.0,24.0,55.0,50.0,70.0,71.0,69
77.0,70.0,72.0,78.0,42.0,49.0,74
63.0,48.0,55.0,66.0,53.0,52.0,57
79.0,70.0,70.0,74.0,44.0,71.0,74
55.0,25.0,30.0,30.0,53.0,47.0,50
54.0,45.0,62.0,59.0,68.0,75.0,68
70.0,25.0,34.0,43.0,68.0,68.0,65
74.0,75.0,79.0,83.0,69.0,78.0,81
72.0,53.0,60.0,67.0,58.0,58.0,65
70.0,49.0,62.0,71.0,74.0,78.0,75
49.0,49.0,58.0,59.0,73.0,67.0,70
64.0,57.0,53.0,56.0,28.0,48.0,56
60.0,73.0,76.0,74.0,42.0,63.0,73
73.0,67.0,68.0,74.0,45.0,63.0,72
73.0,63.0,82.0,77.0,80.0,72.0,84
72.0,52.0,64.0,66.0,62.0,58.0,64
68.0,37.0,47.0,59.0,65.0,68.0,66
58.0,34.0,41.0,60.0,64.0,61.0,62
76.0,58.0,66.0,69.0,55.0,67.0,67
44.0,47.0,62.0,59.0,58.0,71.0,64
75.0,51.0,59.0,69.0,47.0,66.0,63
56.0,59.0,58.0,64.0,56.0,63.0,67
70.0,70.0,65.0,74.0,32.0,63.0,70
56.0,58.0,46.0,58.0,22.0,44.0,57
64.0,65.0,47.0,60.0,22.0,57.0,61
71.0,39.0,57.0,62.0,55.0,69.0,63
64.0,66.0,63.0,63.0,33.0,72.0,65
77.0,49.0,60.0,72.0,67.0,72.0,71
81.0,49.0,65.0,69.0,68.0,75.0,73
80.0,67.0,62.0,69.0,30.0,67.0,68
64.0,34.0,53.0,52.0,64.0,75.0,67
55.0,31.0,42.0,46.0,61.0,77.0,63
73.0,67.0,66.0,71.0,47.0,62.0,70
71.0,67.0,48.0,64.0,21.0,65.0,68
64.0,45.0,55.0,57.0,64.0,68.0,63
76.0,44.0,61.0,63.0,65.0,75.0,69
71.0,59.0,51.0,63.0,36.0,55.0,62
70.0,44.0,47.0,50.0,47.0,63.0,51
87.0,94.0,80.0,88.0,34.0,75.0,91
67.0,60.0,54.0,55.0,23.0,64.0,60
70.0,67.0,68.0,71.0,62.0,73.0,71
70.0,35.0,45.0,58.0,57.0,62.0,61
76.0,61.0,49.0,68.0,29.0,78.0,65
82.0,64.0,76.0,77.0,74.0,88.0,80
69.0,26.0,57.0,64.0,62.0,60.0,67
72.0,60.0,73.0,73.0,70.0,74.0,73
65.0,56.0,70.0,63.0,58.0,62.0,67
52.0,61.0,61.0,65.0,62.0,77.0,65
75.0,61.0,59.0,70.0,37.0,43.0,65
64.0,40.0,52.0,51.0,45.0,52.0,52
76.0,59.0,64.0,64.0,61.0,71.0,68
63.0,72.0,76.0,72.0,70.0,78.0,75
63.0,26.0,32.0,42.0,54.0,66.0,55
76.0,70.0,73.0,81.0,52.0,53.0,77
63.0,45.0,62.0,65.0,61.0,48.0,63
81.0,57.0,60.0,66.0,62.0,69.0,66
87.0,58.0,71.0,76.0,70.0,73.0,77
72.0,38.0,46.0,54.0,66.0,72.0,67
72.0,57.0,65.0,68.0,60.0,73.0,67
81.0,64.0,60.0,69.0,40.0,58.0,66
81.0,61.0,54.0,67.0,24.0,72.0,65
71.0,25.0,39.0,39.0,59.0,62.0,58
44.0,54.0,67.0,67.0,68.0,74.0,71
66.0,58.0,47.0,57.0,31.0,77.0,60
53.0,28.0,40.0,49.0,63.0,71.0,63
89.0,59.0,60.0,66.0,54.0,66.0,66
92.0,63.0,76.0,78.0,80.0,82.0,85
75.0,45.0,55.0,65.0,80.0,80.0,79
73.0,66.0,72.0,72.0,68.0,80.0,73
51.0,32.0,36.0,45.0,69.0,74.0,67
68.0,70.0,67.0,73.0,50.0,62.0,71
74.0,30.0,52.0,54.0,54.0,51.0,60
76.0,34.0,48.0,55.0,56.0,73.0,60
61.0,53.0,38.0,52.0,20.0,60.0,54
76.0,68.0,75.0,80.0,33.0,59.0,77
67.0,36.0,47.0,55.0,56.0,63.0,59
60.0,37.0,52.0,55.0,73.0,77.0,72
73.0,68.0,65.0,73.0,43.0,59.0,68
88.0,77.0,82.0,83.0,68.0,80.0,84
66.0,33.0,61.0,60.0,79.0,77.0,79
60.0,22.0,30.0,33.0,53.0,62.0,54
65.0,61.0,45.0,59.0,44.0,73.0,64
83.0,61.0,77.0,80.0,79.0,73.0,83
67.0,46.0,49.0,54.0,27.0,45.0,53
53.0,38.0,49.0,46.0,45.0,57.0,48
65.0,51.0,57.0,60.0,61.0,60.0,63
74.0,51.0,42.0,55.0,23.0,52.0,55
91.0,62.0,56.0,75.0,38.0,60.0,68
66.0,56.0,56.0,68.0,33.0,46.0,61
68.0,40.0,54.0,59.0,61.0,67.0,65
58.0,50.0,59.0,58.0,58.0,70.0,61
74.0,75.0,78.0,80.0,51.0,63.0,78
86.0,75.0,73.0,85.0,32.0,62.0,80
82.0,59.0,65.0,73.0,62.0,60.0,69
82.0,69.0,68.0,74.0,36.0,61.0,72
64.0,28.0,46.0,51.0,70.0,68.0,67
58.0,27.0,40.0,43.0,61.0,59.0,60
64.0,51.0,48.0,54.0,55.0,67.0,59
73.0,59.0,58.0,65.0,29.0,57.0,63
70.0,71.0,65.0,68.0,44.0,71.0,72
73.0,52.0,54.0,65.0,30.0,59.0,61
52.0,69.0,55.0,61.0,32.0,68.0,65
58.0,37.0,47.0,50.0,71.0,72.0,71
64.0,62.0,65.0,71.0,59.0,65.0,67
80.0,61.0,60.0,66.0,42.0,53.0,65
53.0,70.0,62.0,63.0,49.0,71.0,66
77.0,46.0,63.0,71.0,67.0,70.0,70
72.0,44.0,46.0,54.0,24.0,49.0,53
82.0,63.0,71.0,73.0,38.0,54.0,71
74.0,59.0,58.0,70.0,43.0,64.0,64
63.0,64.0,70.0,74.0,70.0,76.0,73
87.0,61.0,55.0,68.0,24.0,58.0,66
73.0,58.0,60.0,63.0,56.0,58.0,61
53.0,33.0,46.0,54.0,71.0,75.0,71
67.0,65.0,62.0,64.0,37.0,48.0,63
66.0,28.0,41.0,41.0,58.0,64.0,57
77.0,62.0,47.0,54.0,21.0,48.0,59
73.0,51.0,64.0,67.0,45.0,56.0,65
71.0,58.0,64.0,69.0,45.0,59.0,67
66.0,65.0,65.0,68.0,60.0,52.0,66
61.0,25.0,46.0,45.0,76.0,74.0,75
60.0,58.0,57.0,59.0,62.0,79.0,66
67.0,60.0,72.0,69.0,44.0,58.0,69
72.0,58.0,54.0,63.0,32.0,57.0,60
77.0,62.0,64.0,67.0,46.0,63.0,67
50.0,80.0,63.0,64.0,28.0,68.0,75
75.0,73.0,62.0,70.0,39.0,84.0,75
70.0,55.0,57.0,64.0,44.0,66.0,60
67.0,49.0,46.0,55.0,23.0,42.0,52
64.0,24.0,44.0,51.0,48.0,55.0,53
82.0,47.0,58.0,71.0,26.0,45.0,65
74.0,45.0,56.0,65.0,63.0,63.0,68
62.0,55.0,58.0,60.0,57.0,57.0,61
70.0,59.0,52.0,62.0,67.0,78.0,69
61.0,32.0,29.0,39.0,54.0,59.0,52
61.0,36.0,43.0,59.0,59.0,52.0,60
71.0,61.0,69.0,69.0,68.0,80.0,73
54.0,50.0,59.0,62.0,64.0,72.0,68
74.0,54.0,55.0,60.0,47.0,55.0,60
79.0,70.0,75.0,80.0,71.0,75.0,77
66.0,54.0,64.0,72.0,76.0,75.0,76
72.0,26.0,48.0,57.0,59.0,65.0,62
70.0,41.0,46.0,52.0,24.0,47.0,51
62.0,70.0,48.0,64.0,22.0,62.0,67
74.0,50.0,56.0,63.0,47.0,48.0,59
61.0,51.0,65.0,70.0,63.0,63.0,68
84.0,53.0,54.0,65.0,39.0,39.0,62
35.0,48.0,56.0,55.0,65.0,64.0,64
59.0,61.0,50.0,58.0,27.0,65.0,62
40.0,37.0,54.0,51.0,70.0,78.0,70
61.0,26.0,47.0,47.0,60.0,61.0,61
59.0,38.0,53.0,53.0,61.0,66.0,61
44.0,72.0,79.0,71.0,69.0,64.0,75
36.0,56.0,66.0,66.0,67.0,69.0,69
71.0,36.0,50.0,56.0,52.0,64.0,57
62.0,46.0,60.0,65.0,41.0,51.0,62
55.0,53.0,57.0,56.0,68.0,73.0,68
68.0,52.0,56.0,55.0,51.0,57.0,58
84.0,75.0,73.0,79.0,45.0,55.0,75
72.0,55.0,41.0,53.0,20.0,63.0,56
71.0,70.0,70.0,72.0,80.0,83.0,79
61.0,33.0,41.0,46.0,57.0,62.0,57
87.0,71.0,71.0,76.0,42.0,68.0,75
71.0,67.0,66.0,71.0,34.0,53.0,68
59.0,50.0,53.0,57.0,38.0,36.0,56
59.0,31.0,41.0,39.0,59.0,72.0,60
73.0,62.0,62.0,66.0,31.0,56.0,65
70.0,51.0,54.0,65.0,63.0,68.0,66
51.0,36.0,49.0,48.0,67.0,75.0,67
63.0,46.0,53.0,58.0,53.0,61.0,56
71.0,47.0,53.0,57.0,52.0,62.0,59
83.0,62.0,49.0,69.0,30.0,54.0,64
73.0,66.0,61.0,64.0,34.0,56.0,67
83.0,49.0,47.0,60.0,25.0,40.0,57
68.0,53.0,60.0,66.0,54.0,64.0,62
68.0,52.0,59.0,64.0,51.0,52.0,61
63.0,50.0,54.0,59.0,57.0,65.0,60
67.0,38.0,58.0,61.0,62.0,58.0,62
78.0,59.0,52.0,62.0,40.0,72.0,62
46.0,56.0,64.0,64.0,64.0,86.0,69
82.0,48.0,62.0,62.0,68.0,66.0,73
65.0,56.0,54.0,59.0,54.0,67.0,56
68.0,33.0,58.0,55.0,64.0,63.0,67
62.0,33.0,40.0,50.0,53.0,55.0,55
72.0,68.0,73.0,69.0,58.0,72.0,73
63.0,67.0,56.0,63.0,32.0,65.0,67
74.0,71.0,76.0,74.0,57.0,71.0,74
80.0,72.0,69.0,71.0,51.0,74.0,71
60.0,25.0,30.0,37.0,52.0,65.0,53
61.0,52.0,58.0,62.0,58.0,57.0,62
53.0,61.0,46.0,56.0,25.0,60.0,61
53.0,40.0,57.0,60.0,73.0,74.0,72
69.0,54.0,60.0,61.0,61.0,74.0,63
55.0,46.0,53.0,52.0,64.0,79.0,65
64.0,71.0,63.0,68.0,44.0,67.0,65
55.0,33.0,41.0,44.0,61.0,73.0,62
48.0,32.0,40.0,34.0,59.0,77.0,60
74.0,64.0,73.0,75.0,73.0,73.0,76
73.0,35.0,56.0,66.0,71.0,66.0,70
72.0,67.0,64.0,68.0,40.0,66.0,66
63.0,40.0,54.0,50.0,33.0,51.0,50
78.0,59.0,56.0,60.0,50.0,62.0,59
68.0,72.0,60.0,66.0,36.0,74.0,71
67.0,55.0,60.0,58.0,53.0,64.0,59
82.0,69.0,63.0,70.0,36.0,84.0,70
81.0,68.0,57.0,73.0,24.0,61.0,69
61.0,64.0,74.0,76.0,73.0,66.0,75
86.0,51.0,52.0,67.0,29.0,47.0,61
69.0,65.0,63.0,65.0,62.0,58.0,64
74.0,63.0,61.0,66.0,61.0,77.0,68
72.0,64.0,64.0,64.0,41.0,59.0,65
78.0,58.0,64.0,71.0,65.0,65.0,70
57.0,79.0,85.0,78.0,75.0,69.0,82
61.0,53.0,54.0,55.0,60.0,80.0,64
61.0,56.0,63.0,65.0,65.0,78.0,68
76.0,74.0,79.0,81.0,68.0,73.0,80
78.0,63.0,70.0,75.0,74.0,80.0,80
86.0,64.0,56.0,61.0,31.0,74.0,64
56.0,64.0,73.0,70.0,73.0,74.0,77
69.0,46.0,62.0,62.0,61.0,66.0,66
70.0,39.0,57.0,59.0,58.0,63.0,63
73.0,66.0,55.0,65.0,33.0,68.0,65
72.0,58.0,55.0,66.0,18.0,46.0,57
67.0,40.0,48.0,55.0,62.0,66.0,63
82.0,60.0,41.0,61.0,23.0,54.0,60
85.0,70.0,71.0,75.0,32.0,56.0,74
84.0,60.0,61.0,70.0,46.0,70.0,69
65.0,65.0,53.0,67.0,42.0,80.0,69
62.0,44.0,56.0,65.0,60.0,67.0,62
78.0,63.0,53.0,66.0,29.0,62.0,64
64.0,50.0,65.0,61.0,60.0,65.0,65
40.0,66.0,70.0,66.0,61.0,73.0,68
68.0,32.0,48.0,54.0,56.0,69.0,58
83.0,62.0,61.0,70.0,62.0,59.0,69
67.0,64.0,62.0,63.0,64.0,76.0,65
70.0,46.0,46.0,52.0,28.0,45.0,51
66.0,56.0,65.0,65.0,36.0,57.0,65
42.0,46.0,60.0,56.0,78.0,85.0,78
90.0,45.0,58.0,62.0,63.0,68.0,68
70.0,40.0,52.0,52.0,63.0,74.0,64
92.0,60.0,57.0,72.0,34.0,55.0,66
75.0,54.0,58.0,67.0,48.0,52.0,65
63.0,67.0,51.0,64.0,32.0,74.0,66
61.0,40.0,61.0,60.0,60.0,60.0,59
77.0,44.0,50.0,59.0,40.0,54.0,57
66.0,29.0,44.0,49.0,58.0,68.0,60
54.0,54.0,58.0,59.0,66.0,74.0,67
75.0,39.0,59.0,63.0,69.0,75.0,71
62.0,56.0,44.0,51.0,23.0,54.0,55
67.0,45.0,58.0,57.0,72.0,75.0,71
58.0,34.0,44.0,48.0,67.0,80.0,67
70.0,68.0,72.0,72.0,57.0,72.0,71
68.0,50.0,62.0,65.0,63.0,66.0,65
