height_cm,attacking_overall,defending_overall,pace,shooting,passing,dribbling,physic,skill_overall,movement_overall,power_overall,mentality_overall,goalkeeping_overall,forward,midfielder,defender,goalkeeper
185,58,25,69,65,50,63,54,53,60,59,46,11,1,0,0,0
192,38,54,65,30,37,38,65,32,54,54,42,9,0,0,1,0
186,12,16,28,18,25,27,29,15,31,40,24,48,0,0,0,1
186,34,58,62,26,35,37,65,30,56,51,42,10,0,0,1,0
177,49,69,74,39,60,67,75,55,71,65,62,10,0,0,1,0
175,38,48,63,27,47,54,49,43,62,43,41,10,0,0,1,0
178,47,56,73,31,46,55,61,43,67,54,41,11,0,0,1,0
180,71,68,71,72,75,78,77,75,77,75,72,12,0,1,0,0
175,56,41,71,58,63,69,54,62,70,55,56,9,0,1,0,0
178,14,12,28,18,25,27,29,14,40,37,21,53,0,0,0,1
175,56,18,71,70,60,67,68,59,67,71,55,9,1,0,0,0
186,50,72,69,30,57,61,70,49,64,55,53,11,0,0,1,0
191,52,32,73,62,44,54,73,40,62,66,52,10,1,0,0,0
180,72,20,62,68,85,79,48,80,69,54,64,10,0,1,0,0
178,54,61,68,48,57,63,57,53,62,54,58,9,0,1,0,0
183,43,57,65,34,51,53,65,45,59,55,50,8,0,0,1,0
180,56,43,64,57,55,62,55,52,61,53,51,13,0,1,0,0
180,47,52,63,45,53,57,61,51,60,55,53,10,0,1,0,0
183,17,18,28,18,25,27,29,18,49,42,29,64,0,0,0,1
181,49,63,72,43,57,72,61,58,71,56,59,10,0,0,1,0
176,72,65,83,80,85,82,71,84,82,70,79,13,0,1,0,0
176,46,50,69,52,52,58,54,50,68,59,49,11,0,1,0,0
181,56,23,66,61,51,66,65,55,63,63,55,13,1,0,0,0
180,15,14,28,18,25,27,29,18,47,45,27,65,0,0,0,1
178,41,56,73,28,52,55,59,50,66,50,50,11,0,0,1,0
185,51,18,83,59,48,62,69,52,75,65,48,11,1,0,0,0
193,52,67,40,39,49,39,78,39,42,62,48,11,0,0,1,0
188,16,13,28,18,25,27,29,16,50,39,26,68,0,0,0,1
185,73,38,76,76,76,77,72,75,72,74,64,13,0,1,0,0
176,60,44,80,64,61,73,55,65,77,62,54,10,0,1,0,0
177,65,63,79,67,69,73,63,70,77,71,66,11,0,0,1,0
192,18,13,28,18,25,27,29,16,33,37,26,58,0,0,0,1
175,49,26,89,55,53,68,57,53,82,59,48,11,1,0,0,0
191,32,55,55,20,32,35,60,30,52,45,36,9,0,0,1,0
175,61,62,78,58,69,74,56,66,77,62,57,11,0,1,0,0
190,60,76,77,52,64,69,76,56,70,67,63,12,0,0,1,0
183,35,54,70,25,35,39,53,30,58,45,37,11,0,0,1,0
173,37,43,61,36,46,49,49,42,62,46,45,12,0,1,0,0
186,42,75,77,32,53,65,76,52,72,66,55,10,0,0,1,0
188,52,62,60,49,55,59,72,55,64,71,54,12,0,0,1,0
183,64,70,47,63,71,65,70,70,52,70,68,6,0,0,1,0
177,52,65,79,44,66,68,72,64,76,65,59,11,0,0,1,0
181,45,18,70,55,41,61,61,44,65,60,48,10,1,0,0,0
185,57,39,68,62,65,67,63,64,68,65,54,12,0,1,0,0
184,27,49,57,24,27,29,62,24,48,50,40,9,0,0,1,0
181,61,40,80,65,69,71,66,69,75,70,63,10,0,1,0,0
172,66,31,82,68,71,80,55,74,82,65,59,10,0,1,0,0
193,64,29,55,68,57,66,79,62,61,72,61,9,1,0,0,0
185,43,56,54,41,53,58,73,49,58,62,55,9,0,1,0,0
180,65,72,66,65,77,76,66,78,71,69,71,11,0,1,0,0
188,41,64,63,30,39,41,88,30,58,65,48,11,0,0,1,0
185,13,12,28,18,25,27,29,14,39,36,20,56,0,0,0,1
182,53,60,66,56,60,63,73,61,61,68,64,11,0,1,0,0
172,60,39,89,62,62,68,62,63,79,61,64,12,0,1,0,0
188,55,73,69,34,66,62,82,52,65,62,59,12,0,0,1,0
180,49,57,69,40,56,55,64,50,66,57,49,10,0,0,1,0
185,52,63,59,53,52,56,74,49,62,66,55,11,0,0,1,0
187,52,72,58,51,62,65,79,57,62,66,64,11,0,1,0,0
181,50,51,74,45,60,62,59,57,65,54,51,11,0,1,0,0
176,37,62,73,26,45,55,61,43,69,45,53,9,0,0,1,0
178,53,67,84,48,62,65,76,65,76,72,56,11,0,0,1,0
180,38,65,58,31,36,38,56,34,54,50,45,11,0,0,1,0
182,72,69,76,74,79,81,73,79,77,73,74,6,0,1,0,0
180,56,55,73,60,56,61,62,54,68,60,56,12,0,1,0,0
176,60,67,75,57,67,70,68,67,72,66,57,9,0,0,1,0
181,49,29,67,49,53,66,38,54,63,44,42,12,1,0,0,0
183,46,62,78,34,49,55,72,39,67,61,54,12,0,0,1,0
179,64,32,80,68,67,72,63,66,76,68,57,11,1,0,0,0
176,48,39,66,44,55,55,56,46,61,52,47,12,0,1,0,0
175,60,18,68,64,64,69,54,60,67,58,50,9,0,1,0,0
187,71,29,65,80,64,74,80,61,67,77,68,14,1,0,0,0
173,60,25,67,61,58,69,47,60,67,54,52,11,1,0,0,0
188,66,30,72,68,65,67,72,68,65,71,57,9,1,0,0,0
175,53,16,64,57,51,63,55,55,65,61,45,9,1,0,0,0
188,71,54,70,76,71,72,79,67,66,78,70,9,0,1,0,0
177,63,63,82,66,66,67,69,60,77,74,65,11,0,0,1,0
173,46,55,76,48,53,62,56,51,67,56,48,10,0,0,1,0
181,58,63,68,63,61,64,78,58,66,75,62,13,0,1,0,0
187,52,72,59,48,59,62,75,60,59,67,56,10,0,0,1,0
171,67,22,80,72,77,82,45,75,83,57,64,10,0,1,0,0
180,60,33,69,72,71,68,57,72,69,66,64,8,0,1,0,0
187,22,15,28,18,25,27,29,19,57,49,33,69,0,0,0,1
185,65,29,84,67,63,73,74,65,74,72,52,10,0,1,0,0
194,41,55,60,33,47,51,61,44,56,49,46,11,0,0,1,0
189,13,11,28,18,25,27,29,17,33,39,21,49,0,0,0,1
180,53,61,69,49,59,64,76,62,69,69,60,12,0,0,1,0
178,53,35,66,55,63,67,45,63,65,53,48,10,0,1,0,0
180,41,52,72,38,48,55,52,44,68,49,50,12,0,0,1,0
173,60,26,86,62,64,75,58,67,81,61,55,9,1,0,0,0
184,44,76,65,31,56,62,72,48,67,59,56,11,0,0,1,0
191,40,58,62,26,47,56,65,45,56,49,46,8,0,0,1,0
182,50,54,69,45,53,56,70,51,62,60,53,10,0,0,1,0
186,73,72,64,71,72,70,78,66,61,77,68,10,0,1,0,0
180,77,28,91,81,70,82,70,69,85,77,68,10,1,0,0,0
184,54,55,43,55,55,54,65,54,49,61,55,9,0,1,0,0
190,56,65,63,57,63,61,76,54,59,70,60,10,0,1,0,0
192,12,12,28,18,25,27,29,14,25,33,19,46,0,0,0,1
176,59,69,74,60,73,73,71,71,73,74,70,11,0,0,1,0
188,39,66,30,31,47,45,77,39,42,61,53,10,0,0,1,0
188,71,75,63,66,73,71,80,72,64,78,70,13,0,0,1,0
184,57,66,63,55,59,63,74,58,64,72,57,13,0,0,1,0
174,60,21,66,66,54,65,65,56,66,63,52,12,1,0,0,0
185,42,66,40,30,39,42,77,35,45,58,51,10,0,0,1,0
168,53,53,59,50,60,60,56,57,58,55,55,11,0,1,0,0
183,61,65,59,64,70,72,71,69,63,73,65,12,0,1,0,0
193,14,17,28,18,25,27,29,19,36,44,33,61,0,0,0,1
175,52,23,86,56,57,68,51,58,75,55,49,11,1,0,0,0
182,53,68,44,49,65,61,75,56,54,68,60,12,0,1,0,0
174,55,47,74,55,62,63,50,62,67,55,52,11,0,1,0,0
188,67,76,58,67,70,68,75,68,63,75,72,11,0,0,1,0
182,55,66,70,41,51,58,66,46,67,60,51,9,0,0,1,0
173,67,31,72,71,72,78,68,71,75,70,64,12,0,1,0,0
174,73,26,77,79,65,71,70,62,74,73,67,9,1,0,0,0
178,61,35,75,67,62,67,65,65,71,69,59,10,0,1,0,0
176,47,19,84,53,41,59,41,44,73,47,38,9,1,0,0,0
184,17,18,28,18,25,27,29,19,40,36,23,59,0,0,0,1
184,48,74,40,39,58,50,86,53,53,68,59,11,0,0,1,0
168,57,29,79,62,57,70,43,58,69,52,47,10,1,0,0,0
191,16,15,28,18,25,27,29,17,47,37,30,58,0,0,0,1
179,44,62,49,35,51,48,70,45,52,55,51,11,0,0,1,0
186,60,22,37,67,52,63,62,52,52,66,53,11,1,0,0,0
176,53,68,73,42,63,64,73,54,71,63,61,10,0,0,1,0
179,69,48,82,74,72,82,67,71,81,69,71,12,1,0,0,0
184,63,36,70,72,50,59,78,48,68,76,58,10,1,0,0,0
178,46,21,64,54,43,55,43,47,60,50,43,12,1,0,0,0
192,57,24,67,64,53,62,68,51,60,60,53,10,1,0,0,0
185,14,11,28,18,25,27,29,15,36,41,26,57,0,0,0,1
169,54,32,72,56,61,68,53,64,72,54,56,9,0,1,0,0
170,62,40,72,68,72,72,47,71,74,61,58,11,0,1,0,0
186,58,24,68,60,50,66,65,54,63,62,50,11,1,0,0,0
185,49,68,64,41,51,55,83,48,60,66,58,11,0,0,1,0
192,53,20,73,55,42,59,61,44,58,56,43,9,1,0,0,0
183,44,59,82,40,50,58,59,45,73,53,50,12,0,0,1,0
179,61,32,65,68,68,70,62,66,66,63,55,14,0,1,0,0
191,16,16,28,18,25,27,29,17,38,43,23,56,0,0,0,1
185,63,73,77,60,64,65,76,57,70,69,64,10,0,0,1,0
181,49,66,75,43,57,70,67,57,68,63,57,11,0,0,1,0
175,54,61,72,56,66,68,71,64,71,66,62,11,0,1,0,0
175,60,25,79,68,54,67,68,55,75,72,56,10,1,0,0,0
174,58,62,70,58,63,64,70,62,73,70,58,12,0,1,0,0
196,57,27,58,67,54,62,69,62,53,62,54,12,1,0,0,0
191,51,68,58,42,57,58,71,56,56,59,53,11,0,0,1,0
175,64,61,76,64,69,68,68,66,74,69,65,11,0,0,1,0
187,76,32,83,77,64,77,82,64,76,79,69,10,1,0,0,0
176,60,49,73,62,65,71,61,65,71,60,63,10,0,1,0,0
160,52,23,75,59,55,64,46,50,64,53,43,11,1,0,0,0
174,57,34,88,59,58,64,57,58,80,64,56,11,0,1,0,0
192,22,16,28,18,25,27,29,22,40,43,27,58,0,0,0,1
178,55,35,76,59,63,68,59,62,69,59,46,11,0,1,0,0
179,76,36,79,79,79,80,68,78,78,76,68,11,1,0,0,0
165,49,46,79,52,52,65,51,55,74,49,50,11,0,1,0,0
186,16,15,28,18,25,27,29,19,56,51,34,72,0,0,0,1
165,61,44,72,68,73,76,61,73,76,59,66,13,0,1,0,0
185,11,11,28,18,25,27,29,12,31,33,17,49,0,0,0,1
187,58,41,72,64,64,64,59,60,66,62,56,11,0,1,0,0
178,47,19,74,54,40,57,52,42,71,55,42,11,1,0,0,0
187,69,40,81,74,59,74,79,62,74,74,70,8,1,0,0,0
179,58,60,66,53,65,67,76,59,64,67,58,8,0,1,0,0
180,47,60,74,41,56,62,70,54,73,67,53,11,0,0,1,0
192,47,63,32,35,47,43,76,43,38,56,49,10,0,0,1,0
178,59,71,69,54,66,67,55,61,69,57,61,9,0,1,0,0
182,38,60,59,28,42,36,55,33,56,47,40,10,0,0,1,0
170,50,60,71,50,60,62,57,60,71,57,51,10,0,0,1,0
191,65,66,72,69,68,70,75,64,68,73,66,12,0,1,0,0
170,58,66,72,53,68,69,82,62,69,70,61,12,0,1,0,0
172,56,42,63,55,66,68,65,62,71,60,60,9,0,1,0,0
178,64,34,80,71,67,76,69,70,78,70,61,11,1,0,0,0
187,57,36,81,63,60,65,60,61,74,65,58,12,1,0,0,0
179,53,45,63,49,68,71,43,64,69,48,54,11,0,1,0,0
172,35,50,61,28,42,50,47,43,62,43,40,8,0,0,1,0
177,49,62,73,42,62,73,58,58,73,54,60,8,0,1,0,0
175,56,63,68,52,59,62,76,54,67,71,59,8,0,0,1,0
178,41,63,66,32,52,54,61,50,66,57,50,11,0,0,1,0
178,54,58,72,56,60,61,67,56,66,67,55,10,0,0,1,0
174,43,70,81,30,52,68,59,50,76,52,54,10,0,0,1,0
178,48,47,62,54,55,59,61,49,60,63,52,11,0,1,0,0
178,55,73,70,44,63,72,66,65,69,63,59,12,0,0,1,0
178,49,54,57,54,59,67,76,50,64,68,59,11,0,1,0,0
176,56,27,75,62,57,62,49,50,68,55,49,10,0,1,0,0
182,69,40,37,67,75,70,57,74,53,59,68,9,0,1,0,0
169,52,53,69,52,62,65,64,61,73,56,57,11,0,1,0,0
187,34,69,76,27,33,45,74,34,61,55,47,11,0,0,1,0
182,59,21,87,61,55,68,58,53,77,63,45,10,1,0,0,0
172,53,36,82,57,63,68,62,62,78,65,53,11,1,0,0,0
175,53,20,80,68,51,67,65,56,73,68,56,11,1,0,0,0
183,34,57,73,31,37,48,67,37,64,53,44,9,0,0,1,0
183,58,18,79,68,46,61,75,47,64,73,52,10,1,0,0,0
180,45,65,66,42,52,57,86,49,60,73,58,14,0,0,1,0
195,45,68,63,37,55,53,76,49,57,62,54,13,0,1,0,0
190,16,17,28,18,25,27,29,20,43,43,22,63,0,0,0,1
178,56,29,76,62,62,65,52,56,66,56,48,10,0,1,0,0
182,32,59,64,23,32,41,66,32,59,52,41,11,0,0,1,0
175,61,69,70,61,68,67,70,67,70,70,65,12,0,1,0,0
182,67,73,68,63,78,78,75,75,71,69,73,11,0,1,0,0
192,12,11,28,18,25,27,29,14,31,31,18,55,0,0,0,1
179,52,64,66,42,57,62,64,51,63,57,56,11,0,0,1,0
195,16,13,28,18,25,27,29,18,39,45,19,61,0,0,0,1
189,54,22,69,67,40,64,70,52,64,65,52,11,1,0,0,0
175,56,35,68,57,65,69,61,59,66,58,51,13,0,1,0,0
178,62,55,65,67,65,69,62,65,65,66,58,9,0,1,0,0
178,66,37,84,77,62,74,77,64,78,78,64,13,1,0,0,0
161,63,43,79,67,70,82,56,73,82,62,63,10,0,1,0,0
179,55,74,83,44,64,75,79,58,76,68,66,10,0,0,1,0
175,62,43,73,63,66,73,60,68,73,62,57,12,0,1,0,0
192,38,63,45,28,36,39,71,30,48,52,43,9,0,0,1,0
180,52,29,72,56,52,64,65,54,66,60,46,8,1,0,0,0
194,55,18,55,63,47,61,69,52,53,61,54,11,1,0,0,0
196,42,61,48,28,43,49,73,41,50,51,47,10,0,0,1,0
172,58,68,92,51,62,73,69,58,85,69,61,11,0,0,1,0
186,13,11,28,18,25,27,29,11,35,36,18,44,0,0,0,1
174,61,41,79,64,70,75,69,69,77,69,62,10,0,1,0,0
186,21,12,28,18,25,27,29,23,47,45,24,61,0,0,0,1
174,53,46,68,56,68,70,47,71,71,55,55,12,0,1,0,0
175,55,65,71,61,66,73,73,62,75,69,66,12,0,1,0,0
179,57,40,70,63,61,66,60,59,68,64,57,9,0,1,0,0
185,43,60,62,34,47,58,73,47,61,56,49,10,0,0,1,0
185,48,57,63,52,48,54,69,49,59,63,55,12,0,0,1,0
182,62,70,74,53,70,72,57,66,72,52,65,9,0,1,0,0
165,59,26,74,58,60,66,68,60,71,65,56,12,0,1,0,0
178,47,56,64,38,54,56,64,49,58,53,46,11,0,0,1,0
185,63,68,79,65,65,67,78,61,75,78,62,11,0,1,0,0
179,54,17,74,63,45,63,60,48,69,60,49,12,1,0,0,0
182,61,22,79,62,58,67,65,52,71,64,53,10,1,0,0,0
182,61,64,58,61,69,69,73,66,64,66,69,12,0,1,0,0
182,39,56,61,33,41,46,62,38,54,51,41,10,0,0,1,0
173,55,41,69,60,61,67,51,59,66,54,50,10,0,1,0,0
190,18,18,28,18,25,27,29,18,39,40,30,57,0,0,0,1
186,57,24,61,62,66,66,46,66,62,50,46,9,0,1,0,0
174,53,36,83,60,60,66,62,57,76,64,54,11,1,0,0,0
186,12,13,28,18,25,27,29,13,36,38,22,55,0,0,0,1
175,58,33,82,57,55,63,69,54,76,65,51,11,1,0,0,0
189,61,84,73,59,60,69,87,60,70,81,62,11,0,0,1,0
186,53,18,68,66,46,60,73,48,61,69,54,11,1,0,0,0
183,13,13,28,18,25,27,29,15,42,38,28,64,0,0,0,1
180,57,55,66,58,60,64,62,54,67,62,58,12,0,1,0,0
180,36,50,78,30,42,52,56,41,68,46,44,11,0,0,1,0
184,66,77,63,70,73,75,74,69,65,73,71,9,0,1,0,0
182,57,15,87,70,50,71,51,54,77,61,47,12,1,0,0,0
165,56,28,82,67,68,79,53,66,80,56,65,8,0,1,0,0
191,64,74,67,64,70,66,73,70,60,74,63,10,0,0,1,0
177,50,67,64,48,58,59,68,48,64,68,51,12,0,0,1,0
174,53,36,85,60,53,67,55,53,74,61,48,11,0,1,0,0
181,72,79,69,74,80,79,78,79,75,79,77,10,0,1,0,0
175,64,62,60,68,70,74,67,68,71,66,66,11,0,1,0,0
181,60,71,66,52,59,61,73,54,65,65,60,12,0,0,1,0
186,24,16,28,18,25,27,29,27,43,47,33,71,0,0,0,1
168,50,65,71,50,65,72,63,62,75,65,63,13,0,0,1,0
190,55,22,56,57,46,58,62,49,52,57,45,10,1,0,0,0
187,68,48,71,74,76,74,63,75,65,69,65,10,0,1,0,0
174,55,34,71,60,60,63,46,55,68,53,52,12,0,1,0,0
177,57,24,74,65,60,70,66,58,73,66,55,11,0,1,0,0
184,53,66,66,48,62,59,71,54,66,62,60,10,0,1,0,0
181,50,71,48,44,58,55,73,52,58,66,59,12,0,0,1,0
190,13,11,28,18,25,27,29,13,31,34,21,51,0,0,0,1
187,43,60,67,37,46,50,68,39,62,56,47,11,0,0,1,0
170,55,48,82,56,60,67,43,58,77,49,52,9,1,0,0,0
178,56,52,67,56,59,60,63,57,63,61,59,12,0,0,1,0
177,56,45,71,56,56,57,59,53,63,59,55,10,1,0,0,0
170,54,48,77,56,55,65,55,55,73,65,50,10,0,1,0,0
185,48,65,51,38,50,46,72,49,49,58,52,10,0,0,1,0
173,72,26,72,75,75,79,54,77,77,59,63,12,1,0,0,0
187,13,13,28,18,25,27,29,17,46,40,23,56,0,0,0,1
173,58,66,81,58,68,76,66,66,80,62,70,12,0,1,0,0
190,11,11,28,18,25,27,29,12,29,34,18,54,0,0,0,1
187,53,42,63,59,58,66,53,63,58,56,50,10,0,1,0,0
178,54,61,69,41,64,67,70,55,67,60,61,10,0,0,1,0
168,63,54,77,66,63,66,68,60,77,68,61,11,0,1,0,0
188,70,36,70,73,70,77,67,75,67,72,63,11,0,1,0,0
180,66,27,75,66,65,74,54,67,76,63,52,11,0,1,0,0
183,55,33,80,59,51,64,64,51,74,66,48,10,1,0,0,0
183,18,16,28,18,25,27,29,21,45,43,29,57,0,0,0,1
182,44,65,70,40,49,60,64,47,68,60,50,11,0,0,1,0
180,54,23,68,62,43,49,64,36,65,62,52,12,1,0,0,0
180,51,54,65,46,57,59,65,50,63,60,53,12,0,0,1,0
175,66,68,55,67,68,68,72,61,64,72,69,12,0,1,0,0
174,53,70,78,54,62,68,73,60,73,70,58,11,0,0,1,0
184,38,70,68,23,36,35,66,28,60,50,43,10,0,0,1,0
180,67,28,66,71,69,69,62,71,66,65,62,12,0,1,0,0
191,39,59,70,33,39,45,76,34,59,57,45,11,0,0,1,0
180,61,61,63,68,61,69,73,60,64,71,62,8,0,1,0,0
183,49,62,52,44,56,58,70,49,54,63,57,11,0,0,1,0
173,44,59,77,37,51,58,58,44,64,53,48,11,0,0,1,0
190,44,50,65,39,43,52,67,40,56,51,44,11,0,0,1,0
182,19,15,28,18,25,27,29,19,47,42,23,55,0,0,0,1
188,12,10,28,18,25,27,29,12,30,34,19,47,0,0,0,1
183,54,42,78,57,55,64,66,54,70,67,52,9,0,1,0,0
170,50,66,79,37,52,61,64,51,75,52,52,11,0,0,1,0
178,48,56,74,43,54,60,66,55,71,60,55,13,0,0,1,0
190,38,67,67,34,36,43,64,36,60,58,46,11,0,0,1,0
185,44,66,44,28,47,35,75,31,54,56,49,10,0,0,1,0
185,62,60,78,67,67,68,69,66,71,73,62,11,0,1,0,0
183,18,14,28,18,25,27,29,18,44,42,25,60,0,0,0,1
196,53,23,58,60,50,57,70,49,49,62,52,7,1,0,0,0
174,49,64,78,31,63,66,63,60,73,49,56,12,0,0,1,0
178,46,68,68,38,57,64,67,54,69,56,52,11,0,1,0,0
184,52,69,74,59,50,58,71,52,66,77,54,10,0,0,1,0
184,17,13,28,18,25,27,29,18,52,39,25,61,0,0,0,1
170,50,64,70,44,55,64,49,56,70,55,54,10,0,0,1,0
167,56,35,77,61,58,71,42,58,75,52,53,10,0,1,0,0
180,62,33,77,68,56,71,66,60,73,70,59,10,1,0,0,0
182,43,23,75,50,43,51,50,45,63,49,37,12,1,0,0,0
183,65,61,43,66,68,66,72,67,55,66,66,10,0,1,0,0
185,14,15,28,18,25,27,29,16,32,43,22,56,0,0,0,1
183,51,17,78,58,50,61,68,47,69,65,51,10,1,0,0,0
180,47,60,64,43,57,60,71,53,64,64,55,11,0,1,0,0
185,66,65,52,70,72,71,69,72,59,68,69,12,0,1,0,0
185,66,30,71,71,58,68,69,60,70,74,54,12,1,0,0,0
176,62,67,59,69,68,67,70,67,65,70,69,9,0,1,0,0
182,23,13,28,18,25,27,29,23,61,46,30,74,0,0,0,1
174,66,23,79,71,65,69,69,67,72,72,57,10,0,1,0,0
178,51,58,73,46,56,60,71,54,67,66,56,12,0,0,1,0
181,58,14,66,73,42,57,61,43,64,67,45,10,1,0,0,0
186,70,30,72,75,58,63,76,49,66,76,65,12,1,0,0,0
177,45,37,65,42,54,57,43,52,63,44,43,11,0,1,0,0
196,16,15,28,18,25,27,29,20,50,50,27,66,0,0,0,1
172,68,50,89,64,69,81,64,66,85,69,62,12,1,0,0,0
181,63,57,68,69,70,76,71,72,70,71,63,10,1,0,0,0
190,54,76,76,44,61,64,76,57,65,65,60,11,0,0,1,0
180,60,16,68,68,54,69,67,57,68,72,52,13,1,0,0,0
185,21,20,28,18,25,27,29,23,47,46,24,63,0,0,0,1
170,85,28,85,92,91,95,65,94,90,77,73,11,1,0,0,0
187,63,59,59,63,65,64,71,64,60,70,62,13,0,1,0,0
178,55,62,76,43,52,56,61,42,69,48,45,10,0,0,1,0
185,51,76,67,43,54,58,74,48,61,60,57,10,0,0,1,0
188,49,69,61,29,62,57,72,49,58,53,55,10,0,0,1,0
173,56,67,88,56,61,69,74,59,83,75,58,11,0,0,1,0
182,43,20,59,37,54,59,38,50,54,44,37,10,0,1,0,0
186,15,11,28,18,25,27,29,17,46,40,30,66,0,0,0,1
184,61,64,45,61,64,55,71,56,54,67,67,13,0,1,0,0
188,13,16,28,18,25,27,29,14,53,46,29,62,0,0,0,1
178,56,57,64,60,55,61,55,58,63,61,49,11,0,0,1,0
178,46,64,62,43,57,60,70,54,64,59,58,12,0,1,0,0
172,52,56,76,57,58,67,72,54,73,66,57,12,1,0,0,0
178,57,49,76,62,64,68,61,65,71,61,60,10,0,1,0,0
185,42,60,72,36,47,54,74,45,68,60,51,10,0,0,1,0
179,65,73,75,73,73,76,82,73,73,80,71,10,0,1,0,0
188,52,39,71,57,54,57,51,55,63,55,50,11,1,0,0,0
190,68,45,66,70,62,66,77,59,60,73,63,12,1,0,0,0
182,51,68,73,41,61,68,74,58,68,63,61,9,0,0,1,0
184,69,76,87,64,74,77,78,72,76,76,71,13,0,1,0,0
188,44,64,66,34,54,51,70,45,64,53,51,9,0,0,1,0
188,14,14,28,18,25,27,29,18,37,39,21,51,0,0,0,1
185,65,22,66,68,62,66,69,58,64,68,60,12,1,0,0,0
188,63,73,65,69,69,72,70,73,64,70,72,11,0,1,0,0
189,36,61,52,28,29,33,64,29,47,50,40,11,0,0,1,0
182,64,39,81,70,65,71,75,67,73,68,64,12,1,0,0,0
173,42,54,67,47,51,52,66,48,64,65,50,10,0,0,1,0
179,56,36,58,66,49,61,50,49,60,59,52,8,1,0,0,0
167,49,56,62,46,55,57,53,52,60,53,53,11,0,1,0,0
180,42,44,67,39,50,51,66,45,61,58,47,8,0,1,0,0
186,20,15,28,18,25,27,29,12,47,41,28,59,0,0,0,1
177,52,59,76,45,57,60,67,55,71,60,57,9,0,0,1,0
184,50,18,66,58,44,64,63,46,64,64,44,11,1,0,0,0
171,34,56,58,32,33,33,65,27,58,58,37,10,0,0,1,0
184,70,60,49,72,78,72,72,74,57,73,73,13,0,1,0,0
171,55,31,74,56,65,74,48,62,77,53,52,12,0,1,0,0
182,32,49,64,25,39,44,62,36,62,54,36,11,0,0,1,0
182,49,19,79,55,51,58,46,54,69,51,44,11,1,0,0,0
170,45,61,76,38,52,63,69,45,72,61,53,8,0,0,1,0
178,42,59,62,24,51,52,52,44,60,42,42,11,0,0,1,0
175,56,56,75,61,63,61,57,62,70,59,55,13,0,1,0,0
188,52,15,65,61,42,58,60,49,62,62,43,12,1,0,0,0
193,42,65,51,31,50,51,81,48,50,60,53,11,0,0,1,0
174,50,28,73,52,50,57,49,49,66,51,44,10,0,1,0,0
191,44,64,42,50,47,53,73,57,48,63,53,13,0,0,1,0
176,44,14,72,54,37,52,47,39,66,53,42,10,1,0,0,0
185,64,76,58,59,71,72,72,67,62,71,68,8,0,1,0,0
185,41,60,38,31,52,50,73,47,47,58,50,11,0,0,1,0
173,62,27,84,63,69,74,56,67,82,62,59,12,0,1,0,0
188,44,60,63,39,48,51,70,46,60,55,52,11,0,0,1,0
185,56,75,69,39,59,63,73,55,66,61,55,11,0,0,1,0
170,47,50,67,54,57,67,40,60,71,53,48,9,0,1,0,0
178,58,32,71,66,55,65,64,55,68,64,61,11,1,0,0,0
170,52,71,78,45,63,67,56,60,78,56,59,10,0,0,1,0
185,54,60,64,51,63,62,71,58,62,63,61,10,0,1,0,0
185,48,64,71,43,54,60,75,56,65,72,50,10,0,0,1,0
182,52,61,77,46,58,54,67,50,65,58,53,10,0,0,1,0
187,18,15,28,18,25,27,29,20,43,41,23,61,0,0,0,1
188,21,20,28,18,25,27,29,22,54,45,32,54,0,0,0,1
175,58,44,83,65,62,71,64,58,76,67,56,11,0,1,0,0
185,66,29,82,73,66,75,64,70,76,72,60,12,0,1,0,0
177,48,28,64,52,48,57,44,49,59,48,41,9,0,1,0,0
194,12,12,28,18,25,27,29,12,35,44,25,58,0,0,0,1
176,68,31,71,71,75,78,65,73,74,69,64,10,0,1,0,0
189,52,29,66,54,52,58,60,49,57,54,46,9,0,1,0,0
188,44,62,64,35,43,41,68,32,59,54,45,10,0,0,1,0
183,62,30,80,70,65,73,66,70,75,68,57,10,0,1,0,0
176,53,34,64,53,53,62,53,53,62,51,46,11,0,1,0,0
175,45,50,67,43,48,50,54,45,61,52,42,9,0,0,1,0
180,58,18,71,64,56,65,62,57,68,62,51,11,1,0,0,0
173,44,45,69,45,53,60,44,50,65,45,47,11,0,1,0,0
188,58,65,54,50,57,51,71,52,57,64,54,8,0,0,1,0
172,65,33,87,69,66,73,65,61,82,69,65,5,1,0,0,0
183,16,16,28,18,25,27,29,17,50,46,28,56,0,0,0,1
170,58,59,73,60,66,71,54,62,76,62,61,10,0,1,0,0
176,47,26,68,48,51,52,50,46,61,51,38,10,0,1,0,0
187,44,58,64,29,49,51,64,40,58,52,46,12,0,0,1,0
177,43,37,59,41,55,49,47,49,57,46,46,12,0,1,0,0
186,63,71,72,52,67,68,72,62,69,64,63,10,0,0,1,0
176,60,58,70,59,62,68,63,60,71,64,57,13,0,1,0,0
173,58,56,78,60,66,77,61,63,79,60,60,10,0,1,0,0
183,53,56,69,48,63,70,61,58,68,58,59,9,0,1,0,0
179,50,58,75,46,55,62,73,56,70,66,56,11,0,0,1,0
181,60,24,77,70,54,66,65,54,69,68,58,12,1,0,0,0
186,14,14,28,18,25,27,29,16,39,42,19,56,0,0,0,1
180,60,30,61,60,67,69,49,67,67,56,58,12,0,1,0,0
180,55,29,91,60,62,67,52,59,78,55,52,9,1,0,0,0
188,57,67,52,59,62,56,79,60,54,78,61,10,0,0,1,0
181,56,64,65,49,60,63,78,55,64,70,59,9,0,1,0,0
